Date,Open,High,Low,Close,Adj Close,Volume,Ticker
2024-04-29,173.3699951171875,176.02999877929688,173.10000610351562,173.5,172.4584503173828,68169400,AAPL
2024-04-30,173.3300018310547,174.99000549316406,170.0,170.3300018310547,169.30747985839844,65934800,AAPL
2024-05-01,169.5800018310547,172.7100067138672,169.11000061035156,169.3000030517578,168.28367614746094,50383100,AAPL
2024-05-02,172.50999450683594,173.4199981689453,170.88999938964844,173.02999877929688,171.9912872314453,94214900,AAPL
2024-05-03,186.64999389648438,187.0,182.66000366210938,183.3800048828125,182.27914428710938,163224100,AAPL
2024-05-06,182.35000610351562,184.1999969482422,180.4199981689453,181.7100067138672,180.61917114257812,78569700,AAPL
2024-05-07,183.4499969482422,184.89999389648438,181.32000732421875,182.39999389648438,181.30502319335938,77305800,AAPL
2024-05-08,182.85000610351562,183.07000732421875,181.4499969482422,182.74000549316406,181.6429901123047,45057100,AAPL
2024-05-09,182.55999755859375,184.66000366210938,182.11000061035156,184.57000732421875,183.46202087402344,48983000,AAPL
2024-05-10,184.89999389648438,185.08999633789062,182.1300048828125,183.0500030517578,182.1979217529297,50759500,AAPL
2024-05-13,185.44000244140625,187.10000610351562,184.6199951171875,186.27999877929688,185.4128875732422,72044800,AAPL
2024-05-14,187.50999450683594,188.3000030517578,186.2899932861328,187.42999267578125,186.55752563476562,52393600,AAPL
2024-05-15,187.91000366210938,190.64999389648438,187.3699951171875,189.72000122070312,188.8368682861328,70400000,AAPL
2024-05-16,190.47000122070312,191.10000610351562,189.66000366210938,189.83999633789062,188.95631408691406,52845200,AAPL
2024-05-17,189.50999450683594,190.80999755859375,189.17999267578125,189.8699951171875,188.98617553710938,41282900,AAPL
2024-05-20,189.3300018310547,191.9199981689453,189.00999450683594,191.0399932861328,190.1507110595703,44361300,AAPL
2024-05-21,191.08999633789062,192.72999572753906,190.9199981689453,192.35000610351562,191.4546356201172,42309400,AAPL
2024-05-22,192.27000427246094,192.82000732421875,190.27000427246094,190.89999389648438,190.01138305664062,34648500,AAPL
2024-05-23,190.97999572753906,191.0,186.6300048828125,186.8800048828125,186.01010131835938,51005900,AAPL
2024-05-24,188.82000732421875,190.5800018310547,188.0399932861328,189.97999572753906,189.0956573486328,36327000,AAPL
2024-05-28,191.50999450683594,193.0,189.10000610351562,189.99000549316406,189.10562133789062,52280100,AAPL
2024-05-29,189.61000061035156,192.25,189.50999450683594,190.2899932861328,189.40420532226562,53068000,AAPL
2024-05-30,190.75999450683594,192.17999267578125,190.6300048828125,191.2899932861328,190.39956665039062,49889100,AAPL
2024-05-31,191.44000244140625,192.57000732421875,189.91000366210938,192.25,191.3551025390625,75158300,AAPL
2024-06-03,192.89999389648438,194.99000549316406,192.52000427246094,194.02999877929688,193.12681579589844,50080500,AAPL
2024-06-04,194.63999938964844,195.32000732421875,193.02999877929688,194.35000610351562,193.44532775878906,47471400,AAPL
2024-06-05,195.39999389648438,196.89999389648438,194.8699951171875,195.8699951171875,194.95823669433594,54156800,AAPL
2024-06-06,195.69000244140625,196.5,194.1699981689453,194.47999572753906,193.57469177246094,41181800,AAPL
2024-06-07,194.64999389648438,196.94000244140625,194.13999938964844,196.88999938964844,195.97349548339844,53103900,AAPL
2024-06-10,196.89999389648438,197.3000030517578,192.14999389648438,193.1199951171875,192.2210235595703,97010200,AAPL
2024-06-11,193.64999389648438,207.16000366210938,193.6300048828125,207.14999389648438,206.1857147216797,172373300,AAPL
2024-06-12,207.3699951171875,220.1999969482422,206.89999389648438,213.07000732421875,212.0782012939453,198134300,AAPL
2024-06-13,214.74000549316406,216.75,211.60000610351562,214.24000549316406,213.24273681640625,97862700,AAPL
2024-06-14,213.85000610351562,215.1699981689453,211.3000030517578,212.49000549316406,211.50086975097656,70122700,AAPL
2024-06-17,213.3699951171875,218.9499969482422,212.72000122070312,216.6699981689453,215.6614227294922,93728300,AAPL
2024-06-18,217.58999633789062,218.6300048828125,213.0,214.2899932861328,213.29248046875,79943300,AAPL
2024-06-20,213.92999267578125,214.24000549316406,208.85000610351562,209.67999267578125,208.70394897460938,86172500,AAPL
2024-06-21,210.38999938964844,211.88999938964844,207.11000061035156,207.49000549316406,206.524169921875,241805100,AAPL
2024-06-24,207.72000122070312,212.6999969482422,206.58999633789062,208.13999938964844,207.17112731933594,80727000,AAPL
2024-06-25,209.14999389648438,211.3800048828125,208.61000061035156,209.07000732421875,208.0968017578125,55549700,AAPL
2024-06-26,211.5,214.86000061035156,210.63999938964844,213.25,212.25733947753906,66213200,AAPL
2024-06-27,214.69000244140625,215.74000549316406,212.35000610351562,214.10000610351562,213.10340881347656,49772700,AAPL
2024-06-28,215.77000427246094,216.07000732421875,210.3000030517578,210.6199951171875,209.6395721435547,82542700,AAPL
2024-07-01,212.08999633789062,217.50999450683594,211.9199981689453,216.75,215.7410430908203,60402900,AAPL
2024-07-02,216.14999389648438,220.3800048828125,215.10000610351562,220.27000427246094,219.24465942382812,58046200,AAPL
2024-07-03,220.0,221.5500030517578,219.02999877929688,221.5500030517578,220.51869201660156,37369800,AAPL
2024-07-05,221.64999389648438,226.4499969482422,221.64999389648438,226.33999633789062,225.28640747070312,60412400,AAPL
2024-07-08,227.08999633789062,227.85000610351562,223.25,227.82000732421875,226.759521484375,59085900,AAPL
2024-07-09,227.92999267578125,229.39999389648438,226.3699951171875,228.67999267578125,227.61550903320312,48076100,AAPL
2024-07-10,229.3000030517578,233.0800018310547,229.25,232.97999572753906,231.89549255371094,62627700,AAPL
2024-07-11,231.38999938964844,232.38999938964844,225.77000427246094,227.57000732421875,226.5106964111328,64710600,AAPL
2024-07-12,228.9199981689453,232.63999938964844,228.67999267578125,230.5399932861328,229.4668426513672,53046500,AAPL
2024-07-15,236.47999572753906,237.22999572753906,233.08999633789062,234.39999389648438,233.3088836669922,62631300,AAPL
2024-07-16,235.0,236.27000427246094,232.3300018310547,234.82000732421875,233.72694396972656,43234300,AAPL
2024-07-17,229.4499969482422,231.4600067138672,226.63999938964844,228.8800048828125,227.8145751953125,57345900,AAPL
2024-07-18,230.27999877929688,230.44000244140625,222.27000427246094,224.17999267578125,223.13645935058594,66034600,AAPL
2024-07-19,224.82000732421875,226.8000030517578,223.27999877929688,224.30999755859375,223.26585388183594,49151500,AAPL
2024-07-22,227.00999450683594,227.77999877929688,223.08999633789062,223.9600067138672,222.91749572753906,48201800,AAPL
2024-07-23,224.3699951171875,226.94000244140625,222.67999267578125,225.00999450683594,223.9626007080078,39960300,AAPL
2024-07-24,224.0,224.8000030517578,217.1300048828125,218.5399932861328,217.52268981933594,61777600,AAPL
2024-07-25,218.92999267578125,220.85000610351562,214.6199951171875,217.49000549316406,216.4776153564453,51391200,AAPL
2024-07-26,218.6999969482422,219.49000549316406,216.00999450683594,217.9600067138672,216.94541931152344,41601300,AAPL
2024-07-29,216.9600067138672,219.3000030517578,215.75,218.24000549316406,217.22412109375,36311800,AAPL
2024-07-30,219.19000244140625,220.3300018310547,216.1199951171875,218.8000030517578,217.78152465820312,41643800,AAPL
2024-07-31,221.44000244140625,223.82000732421875,220.6300048828125,222.0800018310547,221.04623413085938,50036300,AAPL
2024-08-01,224.3699951171875,224.47999572753906,217.02000427246094,218.36000061035156,217.34353637695312,62501000,AAPL
2024-08-02,219.14999389648438,225.60000610351562,217.7100067138672,219.86000061035156,218.83657836914062,105568600,AAPL
2024-08-05,199.08999633789062,213.5,196.0,209.27000427246094,208.29588317871094,119548600,AAPL
2024-08-06,205.3000030517578,209.99000549316406,201.07000732421875,207.22999572753906,206.26535034179688,69660500,AAPL
2024-08-07,206.89999389648438,213.63999938964844,206.38999938964844,209.82000732421875,208.8433074951172,63516400,AAPL
2024-08-08,213.11000061035156,214.1999969482422,208.8300018310547,213.30999755859375,212.31704711914062,47161100,AAPL
2024-08-09,212.10000610351562,216.77999877929688,211.97000122070312,216.24000549316406,215.2334442138672,42201600,AAPL
2024-08-12,216.07000732421875,219.50999450683594,215.60000610351562,217.52999877929688,216.76803588867188,38028100,AAPL
2024-08-13,219.00999450683594,221.88999938964844,219.00999450683594,221.27000427246094,220.4949493408203,44155300,AAPL
2024-08-14,220.57000732421875,223.02999877929688,219.6999969482422,221.72000122070312,220.943359375,41960600,AAPL
2024-08-15,224.60000610351562,225.35000610351562,222.75999450683594,224.72000122070312,223.93284606933594,46414000,AAPL
2024-08-16,223.9199981689453,226.8300018310547,223.64999389648438,226.0500030517578,225.25819396972656,44340200,AAPL
2024-08-19,225.72000122070312,225.99000549316406,223.0399932861328,225.88999938964844,225.09873962402344,40687800,AAPL
2024-08-20,225.77000427246094,227.1699981689453,225.4499969482422,226.50999450683594,225.71658325195312,30299000,AAPL
2024-08-21,226.52000427246094,227.97999572753906,225.0500030517578,226.39999389648438,225.60696411132812,34765500,AAPL
2024-08-22,227.7899932861328,228.33999633789062,223.89999389648438,224.52999877929688,223.74349975585938,43695300,AAPL
2024-08-23,225.66000366210938,228.22000122070312,224.3300018310547,226.83999633789062,226.04542541503906,38677300,AAPL
2024-08-26,226.75999450683594,227.27999877929688,223.88999938964844,227.17999267578125,226.38421630859375,30602200,AAPL
2024-08-27,226.0,228.85000610351562,224.88999938964844,228.02999877929688,227.23126220703125,35934600,AAPL
2024-08-28,227.9199981689453,229.86000061035156,225.67999267578125,226.49000549316406,225.69664001464844,38052200,AAPL
2024-08-29,230.10000610351562,232.9199981689453,228.8800048828125,229.7899932861328,228.98509216308594,51906300,AAPL
2024-08-30,230.19000244140625,230.39999389648438,227.47999572753906,229.0,228.19786071777344,52990800,AAPL
2024-09-03,228.5500030517578,229.0,221.1699981689453,222.77000427246094,221.98968505859375,50190600,AAPL
2024-09-04,221.66000366210938,221.77999877929688,217.47999572753906,220.85000610351562,220.07640075683594,43840200,AAPL
2024-09-05,221.6300048828125,225.47999572753906,221.52000427246094,222.3800048828125,221.60104370117188,36615400,AAPL
2024-09-06,223.9499969482422,225.24000549316406,219.77000427246094,220.82000732421875,220.0465087890625,48423000,AAPL
2024-09-09,220.82000732421875,221.27000427246094,216.7100067138672,220.91000366210938,220.13619995117188,67180000,AAPL
2024-09-10,218.9199981689453,221.47999572753906,216.72999572753906,220.11000061035156,219.3389892578125,51591000,AAPL
2024-09-11,221.4600067138672,223.08999633789062,217.88999938964844,222.66000366210938,221.88006591796875,44587100,AAPL
2024-09-12,222.5,223.5500030517578,219.82000732421875,222.77000427246094,221.98968505859375,37455600,AAPL
2024-09-13,223.5800018310547,224.0399932861328,221.91000366210938,222.5,221.72061157226562,36766600,AAPL
2024-09-16,216.5399932861328,217.22000122070312,213.9199981689453,216.32000732421875,215.56227111816406,59357400,AAPL
2024-09-17,215.75,216.89999389648438,214.5,216.7899932861328,216.03060913085938,45519300,AAPL
2024-09-18,217.5500030517578,222.7100067138672,217.5399932861328,220.69000244140625,219.91696166992188,59894900,AAPL
2024-09-19,224.99000549316406,229.82000732421875,224.6300048828125,228.8699951171875,228.0683135986328,66781300,AAPL
2024-09-20,229.97000122070312,233.08999633789062,227.6199951171875,228.1999969482422,227.40065002441406,318679900,AAPL
2024-09-23,227.33999633789062,229.4499969482422,225.80999755859375,226.47000122070312,225.6767120361328,54146000,AAPL
2024-09-24,228.64999389648438,229.35000610351562,225.72999572753906,227.3699951171875,226.5735626220703,43556100,AAPL
2024-09-25,224.92999267578125,227.2899932861328,224.02000427246094,226.3699951171875,225.5770721435547,42308700,AAPL
2024-09-26,227.3000030517578,228.5,225.41000366210938,227.52000427246094,226.72303771972656,36636700,AAPL
2024-09-27,228.4600067138672,229.52000427246094,227.3000030517578,227.7899932861328,226.99208068847656,34026000,AAPL
2024-09-30,230.0399932861328,233.0,229.64999389648438,233.0,232.183837890625,54541900,AAPL
2024-10-01,229.52000427246094,229.64999389648438,223.74000549316406,226.2100067138672,225.41761779785156,63285000,AAPL
2024-10-02,225.88999938964844,227.3699951171875,223.02000427246094,226.77999877929688,225.98562622070312,32880600,AAPL
2024-10-03,225.13999938964844,226.80999755859375,223.32000732421875,225.6699981689453,224.8795166015625,34044200,AAPL
2024-10-04,227.89999389648438,228.0,224.1300048828125,226.8000030517578,226.0055694580078,37245100,AAPL
2024-10-07,224.5,225.69000244140625,221.3300018310547,221.69000244140625,220.91348266601562,39505400,AAPL
2024-10-08,224.3000030517578,225.97999572753906,223.25,225.77000427246094,224.9791717529297,31855700,AAPL
2024-10-09,225.22999572753906,229.75,224.8300018310547,229.5399932861328,228.7359619140625,33591100,AAPL
2024-10-10,227.77999877929688,229.5,227.1699981689453,229.0399932861328,228.23770141601562,28183500,AAPL
2024-10-11,229.3000030517578,229.41000366210938,227.33999633789062,227.5500030517578,226.75294494628906,31759200,AAPL
2024-10-14,228.6999969482422,231.72999572753906,228.60000610351562,231.3000030517578,230.48980712890625,39882100,AAPL
2024-10-15,233.61000061035156,237.49000549316406,232.3699951171875,233.85000610351562,233.03086853027344,64751400,AAPL
2024-10-16,231.60000610351562,232.1199951171875,229.83999633789062,231.77999877929688,230.96810913085938,34082200,AAPL
2024-10-17,233.42999267578125,233.85000610351562,230.52000427246094,232.14999389648438,231.33682250976562,32993800,AAPL
2024-10-18,236.17999267578125,236.17999267578125,234.00999450683594,235.0,234.17684936523438,46431500,AAPL
2024-10-21,234.4499969482422,236.85000610351562,234.4499969482422,236.47999572753906,235.6516571044922,36254500,AAPL
2024-10-22,233.88999938964844,236.22000122070312,232.60000610351562,235.86000061035156,235.03382873535156,38846600,AAPL
2024-10-23,234.0800018310547,235.13999938964844,227.75999450683594,230.75999450683594,229.95169067382812,52287000,AAPL
2024-10-24,229.97999572753906,230.82000732421875,228.41000366210938,230.57000732421875,229.76235961914062,31109500,AAPL
2024-10-25,229.74000549316406,233.22000122070312,229.57000732421875,231.41000366210938,230.5994110107422,38802300,AAPL
2024-10-28,233.32000732421875,234.72999572753906,232.5500030517578,233.39999389648438,232.5824432373047,36087100,AAPL
2024-10-29,233.10000610351562,234.3300018310547,232.32000732421875,233.6699981689453,232.85150146484375,35417200,AAPL
2024-10-30,232.61000061035156,233.47000122070312,229.5500030517578,230.10000610351562,229.29400634765625,47070900,AAPL
2024-10-31,229.33999633789062,229.8300018310547,225.3699951171875,225.91000366210938,225.11868286132812,64370100,AAPL
2024-11-01,220.97000122070312,225.35000610351562,220.27000427246094,222.91000366210938,222.1291961669922,65276700,AAPL
2024-11-04,220.99000549316406,222.7899932861328,219.7100067138672,222.00999450683594,221.23233032226562,44944500,AAPL
2024-11-05,221.8000030517578,223.9499969482422,221.13999938964844,223.4499969482422,222.66729736328125,28111300,AAPL
2024-11-06,222.61000061035156,226.07000732421875,221.19000244140625,222.72000122070312,221.93984985351562,54561100,AAPL
2024-11-07,224.6300048828125,227.8800048828125,224.57000732421875,227.47999572753906,226.6831817626953,42137700,AAPL
2024-11-08,227.1699981689453,228.66000366210938,226.41000366210938,226.9600067138672,226.41383361816406,38328800,AAPL
2024-11-11,225.0,225.6999969482422,221.5,224.22999572753906,223.69039916992188,42005600,AAPL
2024-11-12,224.5500030517578,225.58999633789062,223.36000061035156,224.22999572753906,223.69039916992188,40398300,AAPL
